treat,age,hisp,black,married,educ,nodegr,re19,re20,re22
1,46,0,1,1,11.0,0,29365,28769,42796
1,43,1,0,1,8.8,0,37746,36361,34673
1,45,1,0,0,10.8,0,34496,33547,38877
0,45,0,0,1,12.0,0,42463,42483,40633
1,48,1,0,1,10.8,0,22704,22951,46796
1,62,0,1,0,9.0,0,27344,28938,39793
0,29,0,0,1,11.0,0,49337,47781,39938
1,39,1,0,0,9.8,0,56740,59516,47740
1,51,1,0,0,12.8,0,21003,22045,43919
1,56,1,0,1,7.8,0,26241,27900,39900
1,46,0,0,0,12.0,0,36541,35657,50724
1,62,0,0,0,10.0,0,38389,38056,53612
0,31,0,0,1,7.0,0,41863,41623,40201
1,33,0,0,1,9.0,0,43794,44578,39670
0,51,1,1,1,6.8,0,27938,27645,46250
1,47,1,0,0,12.8,0,24851,25833,48661
1,48,0,0,1,8.0,0,56181,56910,43986
0,62,1,1,0,8.8,0,57966,56887,45450
0,33,1,0,1,10.8,1,36921,37020,41029
1,47,1,1,1,11.8,0,23898,23409,48868
1,32,0,1,1,7.0,0,42300,42193,41169
1,23,1,1,1,6.8,0,28517,30453,41889
1,36,1,1,1,12.8,0,36284,36500,50489
0,40,0,0,0,10.0,0,20355,21378,40032
0,63,0,0,0,7.0,0,33377,36458,37625
0,23,0,1,1,10.0,0,51998,51780,44126
1,32,0,0,1,7.0,0,45460,44967,47065
1,18,1,0,1,11.8,0,51675,52628,37941
0,35,1,0,1,7.8,0,41188,42830,39667
0,32,0,1,0,7.0,1,53816,55148,27481
0,40,1,0,1,7.8,0,55474,55679,34675
0,27,0,1,1,12.0,1,33743,34812,41752
1,50,1,0,0,11.8,0,44758,46497,38455
0,34,1,0,0,9.8,0,50003,49916,42203
1,42,1,1,0,12.8,0,54477,52864,41639
1,42,1,0,0,12.8,0,56179,55237,45015
0,20,0,0,1,8.0,0,25714,24400,31598
1,46,0,0,0,11.0,0,23996,23935,41888
1,42,0,1,1,8.0,0,51866,51281,44816
1,57,0,1,0,7.0,0,58746,57405,39025
1,60,1,0,0,7.8,0,25794,25084,42943
0,52,0,1,0,8.0,0,20690,19784,43405
1,36,1,0,1,7.8,0,40038,40810,39995
0,64,1,1,0,9.8,0,30014,29136,51500
0,55,1,0,0,12.8,0,30036,29533,38797
0,47,0,0,0,7.0,0,45773,45233,37885
0,35,0,0,1,7.0,0,35633,35995,44339
0,21,0,1,0,11.0,1,47472,47200,43062
0,40,0,0,1,8.0,0,37611,38985,42041
1,24,1,1,1,8.8,0,51360,50660,34043
0,33,1,1,0,9.8,0,26153,27076,34305
0,59,1,0,0,9.8,0,22167,23295,43139
1,43,0,0,0,8.0,0,33345,33718,45392
0,44,0,1,1,10.0,0,31442,31638,44778
0,31,0,0,1,13.0,1,44233,44962,44421
1,36,0,1,0,7.0,0,38531,39637,38136
0,41,0,1,0,12.0,0,29411,29152,44694
1,56,1,1,1,10.8,0,20692,20169,39639
0,39,1,0,0,7.8,0,29545,30258,33979
0,61,0,0,0,10.0,0,33038,33112,38395
1,36,0,0,1,10.0,0,48768,49395,42522
0,34,0,0,0,13.0,0,22657,24371,45549
1,54,0,0,1,9.0,0,24677,26089,41006
1,59,0,0,0,11.0,0,50082,50098,51517
1,30,0,0,1,11.0,0,41969,42333,46459
0,27,0,0,0,10.0,0,57280,57049,41762
0,30,1,0,1,12.8,0,36917,36500,34055
1,23,1,0,1,6.8,0,26125,24279,39240
0,25,0,0,0,11.0,1,49327,48029,43489
1,46,0,0,0,12.0,0,47857,46832,42012
0,46,0,0,0,12.0,0,48452,47784,47022
0,59,0,1,0,8.0,0,24738,26252,44001
0,52,1,0,1,11.8,0,33670,33142,49278
0,29,0,0,1,8.0,0,25961,24996,42053
1,47,0,0,0,12.0,0,23219,22891,44562
0,64,1,0,0,10.8,0,41043,40842,38793
0,55,0,0,0,7.0,0,57217,57427,37407
1,54,0,1,0,9.0,0,46583,47121,39571
0,26,1,1,1,7.8,0,47874,48042,36040
0,39,0,0,1,9.0,0,59633,58411,34208
0,32,0,0,0,13.0,0,54130,54850,38014
1,61,0,1,0,7.0,0,49229,49178,41903
0,27,1,0,1,9.8,0,52994,54926,35291
0,18,0,0,1,10.0,1,44045,43709,40981
0,53,0,0,1,11.0,0,23152,22303,45928
1,25,0,0,1,7.0,0,37140,36481,42038
1,63,1,1,0,8.8,0,58416,58909,37107
0,23,1,0,1,6.8,1,27942,29185,41759
1,36,0,1,1,7.0,0,34665,32672,44645
1,42,0,0,0,9.0,0,23560,23544,50618
1,46,1,0,0,6.8,0,48018,48561,42716
1,62,0,0,0,13.0,0,44687,44831,41448
1,56,1,1,0,9.8,0,35345,35472,46472
1,49,0,1,0,7.0,0,58285,59333,37833
1,38,0,0,0,9.0,0,32375,32789,44436
0,35,0,0,1,12.0,0,43662,43068,40421
1,35,0,0,1,13.0,0,27100,27283,45143
0,42,1,0,1,6.8,0,55275,53628,37920
0,63,0,1,0,8.0,0,52778,53838,41248
0,20,0,0,1,13.0,1,54330,53058,42995
0,64,0,0,0,7.0,0,38189,38766,33316
0,31,0,0,0,9.0,0,32950,32916,33294
1,38,0,0,1,11.0,0,28838,29592,41528
1,62,0,0,0,7.0,0,29289,29235,41874
0,55,1,0,0,7.8,0,40197,41153,41672
0,42,0,0,0,8.0,0,58090,59008,46618
0,20,0,0,1,10.0,1,40264,40826,34238
0,39,0,1,1,7.0,0,54109,53693,44052
0,26,0,0,1,11.0,1,42066,41900,51535
0,44,0,0,1,8.0,0,34735,35983,42835
1,55,0,0,0,7.0,0,38922,39122,45520
0,26,1,0,1,12.8,1,43877,43020,39263
0,42,1,0,1,11.8,0,22088,21060,41122
0,45,0,0,0,12.0,0,49262,49165,44666
0,31,0,0,0,13.0,0,30927,30546,52021
0,62,0,1,0,13.0,0,21207,21892,46328
0,28,1,0,1,8.8,1,45268,47487,37908
0,35,0,1,0,10.0,0,26142,25637,43365
0,42,1,0,0,9.8,0,29878,29350,44220
1,33,0,0,1,8.0,1,25385,25746,45522
1,51,0,1,0,9.0,0,56262,56638,41737
1,63,0,1,0,13.0,0,24080,23850,46697
0,59,0,0,1,13.0,0,22958,24288,41039
1,41,1,1,0,10.8,0,27988,28421,46880
0,46,1,1,0,12.8,0,56938,56890,45603
0,59,0,0,0,11.0,0,39785,39634,50478
0,28,1,0,1,11.8,0,32324,32421,35648
0,48,0,0,0,9.0,0,28745,30653,34296
0,35,0,0,0,7.0,0,52321,50935,42065
0,60,0,0,0,10.0,0,20615,20271,47397
0,53,1,0,0,8.8,0,47776,47948,39304
1,25,0,0,1,8.0,0,32806,30735,41395
1,29,1,0,0,10.8,0,51908,50818,39878
0,37,0,0,0,9.0,0,58600,60287,50646
0,34,0,1,1,10.0,0,58540,58491,47371
0,35,1,0,1,6.8,0,37318,38081,43259
1,32,1,0,0,7.8,0,27438,29114,48219
0,37,1,1,1,12.8,0,59200,57631,44484
1,29,1,0,1,8.8,1,53870,54551,45415
0,49,1,0,0,6.8,0,41175,42188,38892
0,46,0,0,0,13.0,0,46524,47980,38006
0,62,0,0,1,11.0,0,34107,33145,43416
0,46,1,1,1,11.8,0,29335,28971,47843
1,63,1,1,1,6.8,0,40511,41533,41093
1,45,1,0,1,6.8,0,29465,29993,46149
1,48,0,0,0,8.0,0,42542,43638,42997
1,41,1,1,1,8.8,0,39723,39829,44882
0,20,0,0,1,11.0,1,42546,42494,45418
0,54,0,0,0,11.0,0,57475,56318,39121
1,41,0,0,0,9.0,0,22184,22303,44289
0,43,1,0,0,7.8,0,51140,49655,41521
1,62,0,0,1,10.0,0,26360,26735,46926
1,52,0,0,0,7.0,0,42198,42154,43894
1,54,0,0,0,7.0,0,40190,42295,40264
0,26,0,0,0,13.0,0,43380,40737,36259
0,56,0,1,0,8.0,0,25069,24941,38725
1,49,1,1,1,11.8,0,40452,38611,44140
0,45,0,1,1,13.0,0,55336,54708,40560
0,25,0,0,1,7.0,0,30275,31450,36966
1,53,1,1,0,12.8,0,51463,50092,41113
0,30,0,0,1,8.0,1,21799,25520,36740
1,51,0,0,0,11.0,0,36690,36320,40180
1,54,1,1,0,11.8,0,31465,32285,39703
0,43,0,0,1,7.0,0,39761,40874,40321
1,22,0,0,1,9.0,0,41747,43228,40496
0,61,0,0,1,11.0,0,37468,37406,38609
1,24,0,1,1,11.0,1,30629,29995,47434
0,50,1,0,0,9.8,0,35694,34416,47826
1,36,1,1,1,6.8,0,48119,46297,47524
0,27,0,1,1,9.0,0,25018,24562,36672
0,57,1,0,1,6.8,0,41603,40393,44678
1,35,1,0,0,8.8,0,32728,32901,40656
0,55,0,0,0,13.0,0,24011,23987,36290
0,57,1,0,0,7.8,0,40787,40063,44414
0,29,1,0,1,9.8,0,47812,49312,44557
0,57,0,0,0,11.0,0,25606,26156,40016
0,28,0,0,1,11.0,1,30564,31084,42912
1,64,0,1,0,8.0,0,32492,33415,45307
0,18,0,1,1,7.0,0,56263,54166,38144
1,46,1,0,0,12.8,1,50406,50509,49226
0,43,1,1,0,9.8,0,26810,27014,42031
1,43,0,0,1,12.0,0,20985,21324,41469
1,26,1,0,1,10.8,0,54379,53994,42311
1,52,0,0,0,11.0,0,53380,53926,41885
1,38,0,0,1,9.0,0,53226,52320,35522
0,43,0,1,1,10.0,0,25975,26265,48716
0,58,0,1,0,10.0,0,33500,34112,35332
1,38,1,0,0,7.8,0,53727,53812,36531
0,34,0,1,1,9.0,0,56414,55859,49813
0,55,0,0,0,12.0,0,40311,39039,45537
0,42,0,1,1,9.0,0,47342,47963,43015
1,39,1,1,0,8.8,0,38750,39869,42160
0,29,0,0,1,8.0,0,31904,30862,39255
0,33,1,0,1,7.8,0,54793,55254,38637
0,26,0,0,1,13.0,0,37286,39427,35804
0,61,0,0,0,10.0,0,49437,48369,39177
1,28,0,1,1,8.0,1,33088,33290,45173
1,58,0,0,0,7.0,0,58459,59016,31864
1,59,0,0,1,12.0,0,50480,50670,49437
1,38,1,0,0,10.8,0,24571,24015,44315
1,30,0,0,1,7.0,0,28388,28752,44323
1,30,0,0,1,12.0,0,33598,34005,44288
1,29,1,0,1,6.8,0,59990,59816,37332
0,30,1,0,1,12.8,0,23299,22842,41599
0,34,0,0,1,8.0,1,26957,27233,35010
1,40,0,1,0,13.0,0,25373,25862,47333
0,26,0,1,1,9.0,0,37379,39401,39187
0,35,0,0,0,9.0,0,48218,47614,35155
0,34,1,0,1,8.8,0,22049,22302,37736
0,41,0,0,1,12.0,0,42150,41929,36467
0,50,0,0,0,8.0,0,49633,48665,39486
0,31,1,1,0,8.8,0,33421,33811,34003
0,44,0,0,1,11.0,0,49937,50808,45242
1,37,1,1,0,12.8,0,33102,32262,48177
0,27,0,1,0,10.0,0,53366,52396,43893
1,39,0,0,1,8.0,0,50407,50284,37222
0,38,0,0,1,13.0,0,21728,21491,34641
1,39,0,0,1,9.0,0,57781,57170,41887
0,35,1,0,0,9.8,0,57399,58263,43931
0,62,0,0,0,13.0,0,48685,48517,47379
0,51,0,1,1,13.0,0,30769,31408,36848
0,35,1,0,1,8.8,1,48526,48165,39148
0,55,1,0,0,11.8,0,29131,28070,39148
1,31,1,1,1,8.8,0,56465,56568,49033
1,20,0,0,1,9.0,0,40422,40409,43409
0,63,0,1,0,10.0,0,43504,43092,40613
0,52,0,0,1,10.0,0,44180,43996,42111
1,56,0,1,0,12.0,0,27191,27893,47457
1,27,1,0,1,6.8,1,28922,29130,45797
0,47,0,1,0,12.0,0,53585,54728,49325
0,33,0,0,1,10.0,0,59506,59341,39746
1,31,0,0,1,7.0,0,38493,40263,41610
0,46,0,0,0,13.0,0,23215,24032,40145
1,44,0,0,0,11.0,0,27680,27470,44473
1,23,1,0,1,6.8,0,58014,59331,43349
1,31,1,0,1,12.8,0,20541,20622,41818
0,22,0,0,0,9.0,0,44591,45620,40215
0,27,1,0,0,10.8,0,27846,27461,39647
0,58,0,0,0,13.0,0,54308,53626,43983
0,47,0,0,0,8.0,0,40740,40979,30962
1,60,1,0,0,11.8,0,40557,39738,39615
1,45,0,1,1,10.0,0,34904,34487,47911
0,52,1,0,0,10.8,0,53962,53987,43470
0,32,0,0,0,10.0,0,42312,43506,37472
0,38,0,0,0,11.0,1,44525,43577,39782
1,43,0,0,1,12.0,1,32558,33205,40762
0,60,1,0,0,11.8,0,56931,56573,51653
1,34,0,0,0,12.0,0,26635,27063,43077
1,22,0,0,0,9.0,1,35046,36093,45764
0,48,1,1,0,12.8,0,46552,46587,40960
0,57,1,1,0,7.8,0,40393,38410,40637
1,63,0,0,0,8.0,0,47259,47739,44605
0,47,1,0,1,12.8,0,22550,22199,37793
0,49,0,0,0,9.0,0,27411,27027,35389
1,27,0,0,1,12.0,0,47868,47352,28997
0,19,1,0,1,6.8,0,53415,54302,37048
1,43,1,0,1,9.8,0,42412,41490,47897
1,37,1,1,1,7.8,0,36864,35151,41416
0,29,1,1,1,7.8,0,52721,52505,43275
0,52,0,0,0,12.0,0,59225,59014,47604
0,59,0,0,0,12.0,0,21712,22052,40849
0,24,0,0,1,7.0,1,29074,28498,41498
0,33,1,0,1,6.8,0,41645,42110,33061
0,59,1,1,0,12.8,0,49362,47591,35994
1,39,1,1,1,11.8,0,50269,50771,47975
1,43,0,0,0,7.0,0,35817,36211,41656
0,33,1,0,1,7.8,0,45987,46326,46005
1,59,0,1,1,12.0,0,46799,46186,44981
0,62,1,0,0,9.8,0,53177,51526,45790
0,41,1,0,0,7.8,0,36128,36576,41555
0,25,0,1,1,10.0,0,22745,23652,35622
0,44,0,1,1,11.0,0,37536,37992,39358
0,61,0,1,0,10.0,0,58629,60020,39785
1,49,0,0,0,12.0,0,26164,27829,39433
0,56,0,1,0,10.0,0,48313,48827,35639
0,36,0,0,1,7.0,0,52107,53768,40870
1,22,0,1,1,10.0,0,28059,27441,37586
0,52,0,0,0,9.0,0,36463,36461,37758
1,54,0,0,0,13.0,0,41887,40975,50144
0,64,1,0,0,12.8,0,48957,47516,49320
0,51,0,0,1,11.0,0,31979,31848,40020
0,21,0,1,1,11.0,0,29846,29494,52559
0,51,0,0,0,9.0,0,39333,40099,43459
0,46,0,1,0,10.0,0,55013,54851,36744
1,56,0,0,0,13.0,0,25630,26653,40831
0,43,1,0,1,10.8,0,49286,47489,45792
0,31,0,1,1,7.0,0,33357,30223,41877
1,30,0,1,1,11.0,0,57638,58197,38456
1,44,0,1,0,8.0,0,47277,47018,44841
0,43,0,0,1,8.0,1,50385,49390,44256
1,39,0,0,0,11.0,0,30076,31211,46027
1,33,0,1,1,7.0,0,38475,40405,36686
1,36,1,0,1,11.8,0,29602,29275,44820
0,58,0,0,0,9.0,0,55354,55529,37865
1,30,1,0,1,10.8,0,37083,38475,42620
1,62,1,1,0,8.8,0,43294,43015,44354
1,41,0,0,0,13.0,0,37133,37282,44491
0,19,1,0,1,7.8,0,55204,55351,39228
1,44,0,1,0,9.0,0,44683,46355,41420
1,21,0,0,1,8.0,0,42231,42117,41774
0,43,0,0,0,10.0,0,23672,22266,39982
0,18,0,1,1,12.0,0,26701,26137,38280
1,60,0,0,1,9.0,0,31857,32551,42938
0,48,1,1,1,8.8,0,37276,37246,36794
1,55,0,0,0,12.0,0,48413,48099,47320
0,26,0,1,1,9.0,0,29665,29330,48377
0,40,0,1,0,11.0,0,29544,30720,47507
1,63,0,1,0,8.0,0,55540,55983,40244
1,54,1,0,0,11.8,0,20449,21084,51638
0,35,0,0,1,12.0,0,59675,60480,34808
0,61,0,0,0,12.0,0,52266,52614,43223
0,54,0,0,0,9.0,0,37960,38357,41690
0,30,0,0,1,8.0,0,57092,56994,33216
0,43,0,1,0,12.0,0,41469,41170,39049
0,50,0,1,0,9.0,0,56248,56208,37469
0,19,0,1,0,7.0,1,40470,38792,40949
0,54,0,0,0,12.0,0,53254,53334,42329
1,19,1,0,1,9.8,0,41762,41790,43551
1,46,0,0,1,9.0,0,23232,24017,42752
1,25,1,0,1,11.8,0,51614,51202,47034
0,22,0,0,1,13.0,0,43363,44397,47411
0,30,0,0,1,7.0,0,55385,55922,40796
0,35,1,1,1,10.8,0,55494,56516,39542
1,30,1,0,1,10.8,0,21852,21125,50283
0,37,0,0,1,12.0,0,34317,33269,45845
1,63,1,0,1,8.8,0,57124,57443,46387
0,25,0,0,1,11.0,0,25706,25817,36320
0,32,0,1,1,7.0,1,49803,48538,31102
1,26,1,0,0,12.8,0,55140,54284,45610
0,54,1,0,1,10.8,0,26498,27768,43193
1,51,0,0,1,7.0,0,53971,54573,42833
1,19,0,0,0,13.0,0,38928,39774,42931
0,38,0,1,0,8.0,1,51162,50705,32359
1,63,1,1,0,11.8,0,38725,40629,45537
1,55,0,0,1,8.0,0,59453,59585,44884
1,30,0,0,0,11.0,0,57065,56029,48280
0,25,0,0,1,11.0,0,46186,46247,38170
0,46,0,0,0,7.0,0,23139,23920,35333
0,19,0,0,1,7.0,0,37102,37019,45386
1,45,0,0,0,11.0,0,27511,28436,42356
0,18,0,0,1,7.0,0,57196,56538,36024
0,25,0,0,1,11.0,0,50025,51246,33985
1,56,0,0,1,12.0,0,46184,44504,43059
0,29,0,0,1,8.0,0,43402,42235,42490
1,46,0,0,0,11.0,0,58006,58088,42471
0,47,0,0,1,13.0,0,32422,32595,47671
1,33,0,1,1,7.0,0,53256,51407,46414
1,56,1,0,0,10.8,0,43369,42388,45312
0,25,0,0,1,13.0,0,37864,38368,44597
1,30,1,1,1,9.8,0,22628,22394,45865
0,30,0,0,1,10.0,0,26524,25922,37186
1,44,0,1,1,11.0,0,45168,45554,44260
0,56,0,0,0,7.0,0,40145,39035,38007
0,34,1,0,1,8.8,0,20875,20108,44592
0,36,1,0,1,8.8,0,42356,43511,29317
0,26,0,0,1,8.0,0,51718,50581,44055
0,33,0,1,1,7.0,0,27017,26499,38701
1,18,0,0,0,11.0,1,41783,41311,44168
1,39,0,1,1,8.0,0,32508,31610,40859
0,42,0,1,1,13.0,0,21313,19050,41238
0,43,0,0,0,8.0,0,41648,42968,37732
0,35,1,1,1,10.8,0,59415,60080,45784
0,36,0,0,1,8.0,0,21779,22584,34828
0,36,0,1,1,10.0,0,53659,52075,38342
0,33,0,0,1,11.0,0,26169,25119,44350
1,45,0,1,1,12.0,0,41946,42084,35739
1,55,0,0,0,11.0,0,49830,50152,46464
1,19,0,1,1,9.0,0,33039,33767,41980
1,64,1,1,0,11.8,0,47809,49981,46525
0,49,1,0,0,6.8,0,40428,40284,46416
0,45,0,0,0,7.0,0,39114,38854,37274
1,21,0,1,1,12.0,0,39825,41948,41009
0,45,0,1,1,9.0,0,25542,26037,42620
1,25,0,1,1,8.0,0,37255,35540,43738
1,36,0,1,1,10.0,0,24712,26025,39177
0,52,0,1,0,7.0,0,52174,51899,41129
1,34,1,0,1,7.8,0,58901,57759,37183
1,57,1,0,1,6.8,0,47704,48689,43096
1,39,0,0,1,8.0,0,23386,22693,48856
0,29,0,0,1,7.0,0,27671,29057,41460
0,41,0,0,0,11.0,0,30038,30559,39142
0,41,0,1,0,7.0,0,39108,40024,44000
0,37,1,1,0,10.8,0,23701,22129,40897
1,25,0,1,0,9.0,0,54031,52286,38119
0,48,0,0,1,7.0,0,31582,30621,38138
0,21,1,0,1,7.8,0,46304,47104,41525
1,62,1,1,1,7.8,0,40981,42892,33989
0,40,1,0,0,12.8,0,43816,44297,40735
0,59,0,1,1,7.0,0,58547,59694,47820
1,49,0,1,0,7.0,0,58691,57504,44286
1,52,1,0,0,8.8,0,32900,33753,40699
0,32,0,1,0,9.0,0,23236,22694,39310
1,35,0,0,0,7.0,0,29960,31487,30703
1,37,1,0,0,8.8,0,33862,34393,40153
0,51,0,1,0,12.0,0,36436,37534,41811
1,38,1,0,0,8.8,0,37410,35948,45491
0,18,0,0,1,8.0,0,50626,51407,39372
1,29,0,0,1,10.0,0,44097,43185,40984
1,52,0,1,1,11.0,0,20075,21546,42195
1,51,0,0,1,13.0,0,33449,34458,46755
0,41,0,0,1,9.0,0,51368,52921,39735
0,24,1,0,1,12.8,0,46181,46217,45960
1,18,0,0,1,13.0,0,53594,53714,41807
0,21,1,0,0,11.8,0,31338,31222,44904
1,43,0,1,1,9.0,0,50793,50129,46789
0,61,0,1,1,7.0,0,21374,20019,43017
1,43,1,1,0,6.8,0,38525,38844,40930
1,24,0,0,1,9.0,0,32376,31547,40786
1,37,0,0,1,9.0,0,32474,32600,44441
0,39,0,0,1,10.0,0,31315,31138,45786
0,63,0,0,0,13.0,0,53064,51324,46566
0,55,0,0,1,11.0,0,52602,51119,37333
1,62,1,0,0,6.8,0,33160,33338,47004
0,31,0,1,1,9.0,1,21605,21668,42544
0,25,1,0,1,11.8,0,55135,56550,40052
0,30,1,0,1,9.8,0,36696,36964,37491
0,21,1,0,1,6.8,1,57173,55872,35849
1,63,0,0,1,13.0,0,42270,42564,41726
0,57,0,0,0,7.0,0,27198,27953,50126
1,63,0,0,0,8.0,0,57268,58236,37726
0,54,0,0,1,8.0,0,55964,56224,41848
0,25,0,1,1,12.0,0,25976,28048,31585
0,32,0,0,1,12.0,1,36920,35815,45973
1,22,0,0,1,11.0,0,22207,22516,40017
0,27,1,0,1,9.8,0,27440,27543,40559
0,27,0,0,1,11.0,0,25874,26552,37315
1,62,0,1,0,8.0,0,34674,33855,49108
1,26,0,1,1,10.0,0,46312,45136,42620
0,20,0,0,1,13.0,0,20250,21101,46068
0,49,0,0,1,13.0,0,22091,23845,44054
0,59,0,0,0,13.0,0,56577,57282,45937
1,57,1,1,1,8.8,0,29068,29254,42655
1,23,1,0,1,11.8,0,41115,41759,46264
1,64,0,0,1,12.0,0,33650,33518,46090
1,52,0,1,0,8.0,0,49494,48258,45458
0,53,0,0,0,9.0,0,29775,28734,38455
0,52,0,0,0,9.0,0,40688,38575,54950
1,22,1,0,1,9.8,1,39147,39759,49791
1,21,0,0,1,10.0,1,48742,46621,45512
1,31,1,0,0,6.8,0,58781,59525,45875
0,32,1,0,1,11.8,0,57414,59493,36559
1,23,0,1,1,11.0,0,50529,50465,45525
1,19,0,0,1,9.0,0,28457,28282,44053
1,56,1,0,0,12.8,0,30789,31666,47488
1,40,0,1,0,13.0,0,59603,59968,43608
1,59,0,0,0,13.0,0,34947,34713,43683
0,31,0,0,1,10.0,0,31272,31860,38907
1,32,0,0,1,7.0,0,51424,52221,37068
1,61,0,0,0,12.0,0,41656,42200,36777
1,57,0,0,0,9.0,0,52698,51766,44716
0,55,1,1,1,8.8,0,36476,37201,37247
1,36,0,0,1,11.0,0,54575,54542,47404
0,32,1,0,1,9.8,0,40741,39599,49338
1,43,1,1,0,7.8,0,55612,55401,41058
1,22,0,0,0,11.0,0,37945,36860,42812
0,29,0,1,1,13.0,0,37095,36912,41473
0,53,0,0,0,12.0,0,30541,30242,45951
1,50,1,0,0,9.8,0,37688,36295,50554
0,49,0,1,0,9.0,0,36146,36344,37778
0,42,1,0,0,8.8,0,33835,33288,41125
0,45,0,1,1,7.0,0,42655,42014,47100
0,18,0,1,1,10.0,1,55970,56083,44662
0,26,0,0,1,11.0,1,24276,25956,47472
0,27,0,0,1,13.0,0,47389,50013,44706
1,22,0,0,1,8.0,0,53740,53636,41030
1,42,1,1,1,6.8,1,23035,21087,46086
0,19,0,0,1,13.0,0,45186,45513,36844
1,40,1,0,0,6.8,0,53161,53787,40331
0,19,0,0,0,7.0,0,44827,44059,32248
1,45,1,0,0,9.8,0,34381,35518,43424
1,61,0,1,0,7.0,0,48504,48497,35898
0,51,0,0,0,11.0,0,50495,51369,46261
0,28,1,0,1,6.8,1,26139,25295,41588
1,63,1,0,0,8.8,0,44256,42403,49218
0,28,1,0,0,9.8,0,45268,46332,36794
1,62,0,1,0,12.0,0,36819,36973,43989
1,39,0,1,1,8.0,0,28311,28943,49064
0,39,0,0,0,13.0,1,56536,57002,46834
0,30,1,0,1,8.8,0,29580,28384,36830
1,59,0,0,0,11.0,0,27205,27663,37933
1,25,0,0,0,10.0,0,59032,59055,39440
0,24,0,1,1,7.0,1,24370,24799,36720
0,18,0,0,1,10.0,0,44795,44624,42599
0,60,0,1,0,13.0,0,47254,47915,48969
1,36,0,1,0,12.0,0,51009,52032,37966
0,42,1,0,1,8.8,0,30869,32100,40962
1,26,0,1,1,7.0,1,52968,53458,45832
1,62,0,1,0,7.0,0,41895,41627,36977
0,63,1,1,0,8.8,0,20141,20571,44017
1,38,0,0,1,9.0,0,58724,58752,44713
1,31,0,0,1,10.0,0,29130,29380,43975
1,24,0,0,1,13.0,0,43891,46324,46301
0,30,0,1,0,9.0,0,39347,38379,41273
1,43,1,1,0,11.8,0,21262,21424,41619
0,60,0,0,0,9.0,0,46410,44290,43178
1,60,1,0,0,9.8,0,35590,36307,39507
0,25,0,1,1,9.0,0,40633,39502,36236
0,25,0,1,1,7.0,1,43689,46025,37906
1,34,0,0,1,13.0,0,22891,21575,43106
0,32,1,0,1,8.8,1,47837,49876,37011
0,45,0,0,0,12.0,0,52630,53162,44665
1,42,0,0,1,10.0,0,50987,51031,43327
1,50,1,1,1,8.8,0,24358,24125,42054
1,27,1,0,1,12.8,0,41835,43362,42661
1,33,0,0,0,13.0,0,33840,34150,47486
1,25,0,1,1,13.0,0,24945,24454,41681
0,45,0,1,0,11.0,0,36314,37390,35544
1,26,0,1,1,10.0,0,47479,48280,41244
1,47,1,1,0,8.8,0,32878,32534,43107
1,58,0,1,0,11.0,0,59531,59343,40529
0,31,0,0,1,10.0,0,27337,28627,40083
0,49,0,0,0,10.0,1,51212,51044,40052
1,42,0,1,0,12.0,0,34347,35463,44931
1,49,1,0,0,11.8,0,40045,40687,49251
0,63,1,0,0,6.8,0,50046,50661,37509
0,57,1,1,0,7.8,0,59519,59761,42936
1,50,0,1,0,7.0,0,49383,49404,33368
1,36,0,0,1,7.0,0,44149,44532,42010
0,35,0,0,0,12.0,0,20804,21632,50278
0,36,0,0,1,13.0,1,38160,37079,45716
0,37,0,0,1,11.0,0,55904,55092,35167
0,28,1,0,1,11.8,0,48023,48264,42678
1,46,0,0,1,12.0,0,41147,40386,47472
1,26,0,0,1,9.0,0,45905,48317,45449
0,27,1,0,1,12.8,0,48967,48663,43257
0,43,0,0,0,10.0,0,59021,58232,40740
0,63,0,1,0,10.0,0,41877,41271,39552
0,24,0,0,1,11.0,1,31465,30219,39315
1,54,1,0,0,9.8,0,53557,54021,40141
0,56,0,0,0,7.0,0,47119,46080,39656
1,49,1,0,0,8.8,0,48451,48702,46382
1,27,0,1,1,13.0,0,42242,41947,44502
0,31,0,1,1,9.0,0,40697,40929,39249
1,45,1,0,0,6.8,0,53782,53811,45104
0,46,0,1,0,9.0,0,48409,47941,46166
1,27,0,0,1,8.0,0,46993,45350,45426
1,62,0,0,0,8.0,0,28819,29955,40458
1,41,0,0,1,7.0,0,38210,37678,42533
0,30,1,1,0,9.8,0,28969,29679,35023
0,45,0,0,1,9.0,0,46755,46632,39298
1,53,0,0,0,11.0,0,26943,25966,32816
1,34,1,0,1,10.8,0,44150,43993,37615
0,61,0,0,0,8.0,0,54482,54271,38386
0,18,0,0,1,12.0,0,28013,29173,40354
0,31,0,0,1,11.0,0,34826,34358,42162
1,50,0,0,0,10.0,0,35705,36117,44511
0,63,0,0,0,9.0,0,27344,27458,44795
0,44,0,0,0,13.0,0,58501,58083,36067
1,47,0,0,0,11.0,0,48609,47871,51390
0,52,0,0,0,10.0,0,20261,20266,40517
0,18,0,0,1,13.0,0,29496,29991,42099
1,39,1,1,1,9.8,0,54153,54836,46097
0,46,0,0,0,7.0,0,55638,56584,38671
1,27,0,0,1,8.0,0,29495,29287,43636
0,53,0,0,1,13.0,0,21281,21754,41717
1,27,0,0,1,8.0,0,20993,20315,42213
0,58,1,0,0,7.8,0,41821,40955,45600
0,58,0,0,0,13.0,0,54490,54182,41645
